timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/09/15 19:11:44.261, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 69, 336.70 W
2026/09/15 19:11:49.262, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 337.02 W
2026/09/15 19:11:54.263, NVIDIA GeForce RTX 3090, 0 %, 13588 MiB, 24576 MiB, 64, 213.51 W
2026/09/15 19:11:59.265, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 338.82 W
2026/09/15 19:12:04.266, NVIDIA GeForce RTX 3090, 0 %, 13588 MiB, 24576 MiB, 65, 201.33 W
2026/09/15 19:12:09.267, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 69, 337.59 W
2026/09/15 19:12:14.269, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 336.67 W
2026/09/15 19:12:19.270, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 69, 318.89 W
2026/09/15 19:12:24.272, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 339.08 W
2026/09/15 19:12:29.273, NVIDIA GeForce RTX 3090, 0 %, 13588 MiB, 24576 MiB, 66, 280.52 W
2026/09/15 19:12:34.274, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 340.72 W
2026/09/15 19:12:39.276, NVIDIA GeForce RTX 3090, 75 %, 13588 MiB, 24576 MiB, 67, 186.26 W
2026/09/15 19:12:44.277, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 69, 338.47 W
2026/09/15 19:12:49.278, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 339.82 W
2026/09/15 19:12:54.280, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 68, 223.22 W
2026/09/15 19:12:59.281, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 336.74 W
2026/09/15 19:13:04.282, NVIDIA GeForce RTX 3090, 93 %, 13588 MiB, 24576 MiB, 68, 195.65 W
2026/09/15 19:13:09.284, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 69, 337.65 W
2026/09/15 19:13:14.285, NVIDIA GeForce RTX 3090, 0 %, 13588 MiB, 24576 MiB, 67, 306.21 W
2026/09/15 19:13:19.286, NVIDIA GeForce RTX 3090, 96 %, 13588 MiB, 24576 MiB, 70, 337.68 W
2026/09/15 19:13:24.288, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 335.44 W
2026/09/15 19:13:29.289, NVIDIA GeForce RTX 3090, 0 %, 13588 MiB, 24576 MiB, 64, 238.64 W
2026/09/15 19:13:34.291, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 333.74 W
2026/09/15 19:13:39.292, NVIDIA GeForce RTX 3090, 0 %, 13588 MiB, 24576 MiB, 64, 190.51 W
2026/09/15 19:13:44.293, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 338.92 W
2026/09/15 19:13:49.295, NVIDIA GeForce RTX 3090, 63 %, 13588 MiB, 24576 MiB, 71, 329.44 W
2026/09/15 19:13:54.296, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 69, 336.52 W
2026/09/15 19:13:59.297, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 338.72 W
2026/09/15 19:14:04.299, NVIDIA GeForce RTX 3090, 1 %, 13588 MiB, 24576 MiB, 65, 267.24 W
2026/09/15 19:14:09.300, NVIDIA GeForce RTX 3090, 0 %, 13588 MiB, 24576 MiB, 61, 123.97 W
2026/09/15 19:14:14.343, NVIDIA GeForce RTX 3090, 1 %, 13588 MiB, 24576 MiB, 59, 121.65 W
2026/09/15 19:14:19.344, NVIDIA GeForce RTX 3090, 95 %, 13588 MiB, 24576 MiB, 64, 266.77 W
2026/09/15 19:14:24.345, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 67, 334.05 W
2026/09/15 19:14:29.347, NVIDIA GeForce RTX 3090, 98 %, 13588 MiB, 24576 MiB, 66, 277.29 W
2026/09/15 19:14:34.348, NVIDIA GeForce RTX 3090, 96 %, 13588 MiB, 24576 MiB, 68, 334.07 W
2026/09/15 19:14:39.349, NVIDIA GeForce RTX 3090, 98 %, 13588 MiB, 24576 MiB, 66, 206.83 W
2026/09/15 19:14:44.350, NVIDIA GeForce RTX 3090, 97 %, 13588 MiB, 24576 MiB, 68, 335.16 W
2026/09/15 19:14:49.352, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 68, 331.94 W
2026/09/15 19:14:54.353, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 68, 322.60 W
2026/09/15 19:14:59.355, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 69, 338.26 W
2026/09/15 19:15:04.356, NVIDIA GeForce RTX 3090, 0 %, 13588 MiB, 24576 MiB, 64, 281.05 W
2026/09/15 19:15:09.358, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 69, 337.38 W
2026/09/15 19:15:14.359, NVIDIA GeForce RTX 3090, 0 %, 13588 MiB, 24576 MiB, 65, 200.46 W
2026/09/15 19:15:19.360, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 69, 335.71 W
2026/09/15 19:15:24.362, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 337.56 W
2026/09/15 19:15:29.363, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 69, 337.43 W
2026/09/15 19:15:34.364, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 338.23 W
2026/09/15 19:15:39.366, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 67, 204.47 W
2026/09/15 19:15:44.367, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 339.63 W
2026/09/15 19:15:49.369, NVIDIA GeForce RTX 3090, 97 %, 13588 MiB, 24576 MiB, 68, 243.17 W
2026/09/15 19:15:54.371, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 69, 338.58 W
2026/09/15 19:15:59.372, NVIDIA GeForce RTX 3090, 0 %, 13588 MiB, 24576 MiB, 65, 236.90 W
2026/09/15 19:16:04.373, NVIDIA GeForce RTX 3090, 97 %, 13588 MiB, 24576 MiB, 69, 331.60 W
2026/09/15 19:16:09.377, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 337.19 W
2026/09/15 19:16:14.380, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 68, 205.94 W
2026/09/15 19:16:19.384, NVIDIA GeForce RTX 3090, 96 %, 13588 MiB, 24576 MiB, 70, 335.29 W
2026/09/15 19:16:24.387, NVIDIA GeForce RTX 3090, 90 %, 13588 MiB, 24576 MiB, 67, 190.82 W
2026/09/15 19:16:29.390, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 69, 337.07 W
2026/09/15 19:16:34.393, NVIDIA GeForce RTX 3090, 0 %, 13588 MiB, 24576 MiB, 66, 298.12 W
2026/09/15 19:16:39.395, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 69, 335.16 W
2026/09/15 19:16:44.398, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 339.16 W
2026/09/15 19:16:49.400, NVIDIA GeForce RTX 3090, 0 %, 13588 MiB, 24576 MiB, 64, 258.18 W
2026/09/15 19:16:54.402, NVIDIA GeForce RTX 3090, 95 %, 13588 MiB, 24576 MiB, 70, 343.50 W
2026/09/15 19:16:59.405, NVIDIA GeForce RTX 3090, 0 %, 13588 MiB, 24576 MiB, 65, 201.27 W
2026/09/15 19:17:04.407, NVIDIA GeForce RTX 3090, 79 %, 13588 MiB, 24576 MiB, 69, 335.05 W
2026/09/15 19:17:09.410, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 334.48 W
2026/09/15 19:17:14.412, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 69, 336.54 W
2026/09/15 19:17:19.414, NVIDIA GeForce RTX 3090, 96 %, 13588 MiB, 24576 MiB, 70, 336.71 W
2026/09/15 19:17:24.417, NVIDIA GeForce RTX 3090, 98 %, 13588 MiB, 24576 MiB, 68, 223.39 W
2026/09/15 19:17:29.420, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 69, 336.85 W
2026/09/15 19:17:34.423, NVIDIA GeForce RTX 3090, 0 %, 13588 MiB, 24576 MiB, 65, 235.48 W
2026/09/15 19:17:39.425, NVIDIA GeForce RTX 3090, 96 %, 13588 MiB, 24576 MiB, 69, 336.73 W
2026/09/15 19:17:44.427, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 337.82 W
2026/09/15 19:17:49.430, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 68, 211.66 W
2026/09/15 19:17:54.433, NVIDIA GeForce RTX 3090, 96 %, 13588 MiB, 24576 MiB, 70, 334.36 W
2026/09/15 19:17:59.435, NVIDIA GeForce RTX 3090, 95 %, 13588 MiB, 24576 MiB, 68, 214.78 W
2026/09/15 19:18:04.438, NVIDIA GeForce RTX 3090, 96 %, 13588 MiB, 24576 MiB, 70, 329.44 W
2026/09/15 19:18:09.441, NVIDIA GeForce RTX 3090, 0 %, 13588 MiB, 24576 MiB, 65, 235.62 W
2026/09/15 19:18:14.443, NVIDIA GeForce RTX 3090, 96 %, 13588 MiB, 24576 MiB, 69, 336.95 W
2026/09/15 19:18:19.445, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 336.15 W
2026/09/15 19:18:24.447, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 67, 209.30 W
2026/09/15 19:18:29.450, NVIDIA GeForce RTX 3090, 96 %, 13588 MiB, 24576 MiB, 70, 337.02 W
2026/09/15 19:18:34.452, NVIDIA GeForce RTX 3090, 29 %, 13588 MiB, 24576 MiB, 64, 207.82 W
2026/09/15 19:18:39.455, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 69, 335.11 W
2026/09/15 19:18:44.457, NVIDIA GeForce RTX 3090, 0 %, 13588 MiB, 24576 MiB, 66, 293.82 W
2026/09/15 19:18:49.459, NVIDIA GeForce RTX 3090, 95 %, 13588 MiB, 24576 MiB, 69, 336.78 W
2026/09/15 19:18:54.462, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 336.26 W
2026/09/15 19:18:59.464, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 67, 205.68 W
2026/09/15 19:19:04.467, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 337.51 W
2026/09/15 19:19:09.469, NVIDIA GeForce RTX 3090, 25 %, 13588 MiB, 24576 MiB, 64, 206.81 W
2026/09/15 19:19:14.471, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 69, 334.20 W
2026/09/15 19:19:19.473, NVIDIA GeForce RTX 3090, 0 %, 13588 MiB, 24576 MiB, 66, 304.46 W
2026/09/15 19:19:24.475, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 69, 336.15 W
2026/09/15 19:19:29.478, NVIDIA GeForce RTX 3090, 91 %, 13588 MiB, 24576 MiB, 70, 337.88 W
2026/09/15 19:19:34.480, NVIDIA GeForce RTX 3090, 0 %, 13588 MiB, 24576 MiB, 64, 231.19 W
2026/09/15 19:19:39.484, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 69, 336.60 W
2026/09/15 19:19:44.486, NVIDIA GeForce RTX 3090, 0 %, 13588 MiB, 24576 MiB, 64, 201.04 W
2026/09/15 19:19:49.489, NVIDIA GeForce RTX 3090, 92 %, 13588 MiB, 24576 MiB, 70, 337.94 W
2026/09/15 19:19:54.547, NVIDIA GeForce RTX 3090, 13 %, 13588 MiB, 24576 MiB, 67, 314.90 W
2026/09/15 19:19:59.549, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 69, 333.28 W
2026/09/15 19:20:04.552, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 337.65 W
2026/09/15 19:20:09.554, NVIDIA GeForce RTX 3090, 0 %, 13588 MiB, 24576 MiB, 64, 211.59 W
2026/09/15 19:20:14.556, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 337.41 W
2026/09/15 19:20:19.559, NVIDIA GeForce RTX 3090, 0 %, 13588 MiB, 24576 MiB, 64, 201.01 W
2026/09/15 19:20:24.561, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 336.81 W
2026/09/15 19:20:29.564, NVIDIA GeForce RTX 3090, 54 %, 13588 MiB, 24576 MiB, 68, 326.42 W
2026/09/15 19:20:34.565, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 69, 335.26 W
2026/09/15 19:20:39.568, NVIDIA GeForce RTX 3090, 99 %, 13588 MiB, 24576 MiB, 70, 338.24 W
2026/09/15 19:20:44.571, NVIDIA GeForce RTX 3090, 0 %, 13588 MiB, 24576 MiB, 64, 216.06 W
2026/09/15 19:20:49.574, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 332.51 W
2026/09/15 19:20:54.576, NVIDIA GeForce RTX 3090, 0 %, 13588 MiB, 24576 MiB, 65, 200.71 W
2026/09/15 19:20:59.578, NVIDIA GeForce RTX 3090, 94 %, 13588 MiB, 24576 MiB, 70, 337.14 W
2026/09/15 19:21:04.581, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 69, 336.54 W
2026/09/15 19:21:09.584, NVIDIA GeForce RTX 3090, 96 %, 13588 MiB, 24576 MiB, 69, 337.75 W
2026/09/15 19:21:14.589, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 70, 335.95 W
2026/09/15 19:21:19.592, NVIDIA GeForce RTX 3090, 0 %, 13588 MiB, 24576 MiB, 64, 253.30 W
2026/09/15 19:21:24.595, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 69, 335.28 W
2026/09/15 19:21:29.597, NVIDIA GeForce RTX 3090, 0 %, 13588 MiB, 24576 MiB, 65, 200.87 W
2026/09/15 19:21:34.598, NVIDIA GeForce RTX 3090, 100 %, 13588 MiB, 24576 MiB, 69, 338.42 W
2026/09/15 19:21:39.601, NVIDIA GeForce RTX 3090, 91 %, 13588 MiB, 24576 MiB, 70, 335.16 W
